SR Pos,Signal Name,Signal Type,Source Line Number,Source File Name,File Path
42,c,wire,9,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
43,c,wire,9,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
44,c,wire,9,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
45,c,wire,9,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
46,c,wire,9,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
47,c,wire,9,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
48,c,wire,9,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
49,c,wire,9,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
50,c,wire,9,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
51,\tmp[0][0],wire,10,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
52,\tmp[0][10],wire,11,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
53,\tmp[0][11],wire,12,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
54,\tmp[0][12],wire,13,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
55,\tmp[0][13],wire,14,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
56,\tmp[0][14],wire,15,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
57,\tmp[0][15],wire,16,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
58,\tmp[0][16],wire,17,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
59,\tmp[0][17],wire,18,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
60,\tmp[0][18],wire,19,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
61,\tmp[0][19],wire,20,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
62,\tmp[0][1],wire,21,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
63,\tmp[0][20],wire,22,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
64,\tmp[0][21],wire,23,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
65,\tmp[0][22],wire,24,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
66,\tmp[0][23],wire,25,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
67,\tmp[0][24],wire,26,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
68,\tmp[0][25],wire,27,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
69,\tmp[0][26],wire,28,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
70,\tmp[0][27],wire,29,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
71,\tmp[0][28],wire,30,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
72,\tmp[0][29],wire,31,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
73,\tmp[0][2],wire,32,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
74,\tmp[0][30],wire,33,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
75,\tmp[0][31],wire,34,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
76,\tmp[0][32],wire,35,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
77,\tmp[0][33],wire,36,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
78,\tmp[0][34],wire,37,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
79,\tmp[0][35],wire,38,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
80,\tmp[0][36],wire,39,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
81,\tmp[0][37],wire,40,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
82,\tmp[0][38],wire,41,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
83,\tmp[0][39],wire,42,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
84,\tmp[0][3],wire,43,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
85,\tmp[0][40],wire,44,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
86,\tmp[0][41],wire,45,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
87,\tmp[0][42],wire,46,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
88,\tmp[0][43],wire,47,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
89,\tmp[0][44],wire,48,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
90,\tmp[0][45],wire,49,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
91,\tmp[0][46],wire,50,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
92,\tmp[0][47],wire,51,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
93,\tmp[0][48],wire,52,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
94,\tmp[0][49],wire,53,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
95,\tmp[0][4],wire,54,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
96,\tmp[0][50],wire,55,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
97,\tmp[0][5],wire,56,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
98,\tmp[0][6],wire,57,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
99,\tmp[0][7],wire,58,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
100,\tmp[0][8],wire,59,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
101,\tmp[0][9],wire,60,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
102,\tmp[1][0],wire,61,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
103,\tmp[1][10],wire,62,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
104,\tmp[1][11],wire,63,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/Benchmarks/Cores/posit_add/sbtr/Module_1_gate.v,/home/juancho/Documents/GitHub/EmuFaultSim/BenchpyRTLFIv1/FI/sabotuer_scripts
